상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
778,[HOMEPLUS] 더미 상품 778 (레드/S),패션의류 > 아우터 > 패딩,89800,194,색상,레드,사이즈,S,HOMEPLUS,HOM97618,8895605411616,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,HOMEPLUS 제조사,과세,품절,전시중,12708944554
779,[HOMEPLUS] 더미 상품 779 (블루/260),패션잡화 > 신발 > 운동화,236050,287,색상,블루,사이즈,260,HOMEPLUS,HOM13943,8805136988432,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,HOMEPLUS 제조사,면세,판매중,전시안함,12708944637
780,[URBANWEAR] 더미 상품 780 (블루/XL),반려동물 > 강아지용품 > 사료,255990,251,색상,블루,사이즈,XL,URBANWEAR,URB52472,8871044893526,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,URBANWEAR 제조사,면세,판매중,전시중,12708944713
781,[GREENPET] 더미 상품 781 (블루/S),디지털/가전 > 노트북,54890,18,색상,블루,사이즈,S,GREENPET,GRE12364,8886972713066,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,GREENPET 제조사,과세,판매중,전시중,12708944811
782,[NAVYFOX] 더미 상품 782 (화이트/270),디지털/가전 > 모니터,18720,159,색상,화이트,사이즈,270,NAVYFOX,NAV39106,8892051737201,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,NAVYFOX 제조사,과세,판매중,전시중,12708944880
784,[NAVYFOX] 더미 상품 784 (블랙/L),디지털/가전 > 모니터,278570,243,색상,블랙,사이즈,L,NAVYFOX,NAV65457,8860344610635,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,NAVYFOX 제조사,과세,판매중,전시중,12708944956
795,[COOKMASTER] 더미 상품 795 (그린/XL),디지털/가전 > 노트북,268910,166,색상,그린,사이즈,XL,COOKMASTER,COO99066,8820612955182,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,COOKMASTER 제조사,과세,판매중,전시중,12708945057
798,[NAVYFOX] 더미 상품 798 (그레이/L),패션의류 > 상의 > 티셔츠,42860,36,색상,그레이,사이즈,L,NAVYFOX,NAV59884,8808778862246,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,국산,NAVYFOX 제조사,과세,품절,전시중,12708945158
799,[MOON] 더미 상품 799 (그레이/L),패션잡화 > 가방 > 백팩,203530,15,색상,그레이,사이즈,L,MOON,MOO47986,8850095228182,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,MOON 제조사,과세,품절,전시중,12708945236
800,[STARLINE] 더미 상품 800 (레드/XL),패션의류 > 아우터 > 코트,224970,285,색상,레드,사이즈,XL,STARLINE,STA30020,8895747769603,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,STARLINE 제조사,과세,판매중,전시안함,12708945328
802,[FASHIONLAB] 더미 상품 802 (베이지/260),패션잡화 > 가방 > 크로스백,162110,65,색상,베이지,사이즈,260,FASHIONLAB,FAS25757,8828581410243,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,FASHIONLAB 제조사,과세,판매중,전시안함,12708945407
806,[URBANWEAR] 더미 상품 806 (블랙/260),패션잡화 > 가방 > 크로스백,245350,246,색상,블랙,사이즈,260,URBANWEAR,URB13171,8857560523339,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,URBANWEAR 제조사,과세,품절,전시안함,12708945515
807,[MOON] 더미 상품 807 (블루/270),패션의류 > 아우터 > 패딩,67620,98,색상,블루,사이즈,270,MOON,MOO25356,8888871616345,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,중국,MOON 제조사,과세,품절,전시안함,12708945595
808,[GREENPET] 더미 상품 808 (레드/XL),반려동물 > 강아지용품 > 사료,209330,10,색상,레드,사이즈,XL,GREENPET,GRE82944,8802743839397,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,GREENPET 제조사,면세,품절,전시중,12708945679
809,[COOKMASTER] 더미 상품 809 (화이트/S),디지털/가전 > 노트북,83320,102,색상,화이트,사이즈,S,COOKMASTER,COO77330,8821320617524,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,COOKMASTER 제조사,과세,판매중,전시안함,12708945798
810,[DIGIPRO] 더미 상품 810 (화이트/XL),패션의류 > 아우터 > 패딩,177820,189,색상,화이트,사이즈,XL,DIGIPRO,DIG32983,8890261626562,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,DIGIPRO 제조사,과세,품절,전시중,12708945884
811,[GREENPET] 더미 상품 811 (블랙/M),패션의류 > 아우터 > 패딩,216520,70,색상,블랙,사이즈,M,GREENPET,GRE17680,8837090950326,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,GREENPET 제조사,과세,품절,전시안함,12708945946
817,[MOON] 더미 상품 817 (그린/260),패션의류 > 상의 > 티셔츠,58120,98,색상,그린,사이즈,260,MOON,MOO12693,8848492135696,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,MOON 제조사,과세,품절,전시중,12708946062
818,[COOKMASTER] 더미 상품 818 (화이트/270),패션의류 > 아우터 > 패딩,295220,289,색상,화이트,사이즈,270,COOKMASTER,COO25103,8864264777544,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,COOKMASTER 제조사,면세,품절,전시안함,12708946134
823,[HOMEPLUS] 더미 상품 823 (네이비/270),패션의류 > 하의 > 청바지,153530,208,색상,네이비,사이즈,270,HOMEPLUS,HOM36636,8834999131859,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,HOMEPLUS 제조사,면세,판매중,전시중,12708946197
824,[FASHIONLAB] 더미 상품 824 (네이비/FREE),패션잡화 > 가방 > 크로스백,64840,181,색상,네이비,사이즈,FREE,FASHIONLAB,FAS49853,8856365207002,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,FASHIONLAB 제조사,면세,판매중,전시안함,12708946273
826,[URBANWEAR] 더미 상품 826 (그린/M),디지털/가전 > 노트북,14760,38,색상,그린,사이즈,M,URBANWEAR,URB97028,8824732029932,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,URBANWEAR 제조사,면세,품절,전시안함,12708946363
827,[NAVYFOX] 더미 상품 827 (네이비/250),패션의류 > 아우터 > 코트,53740,236,색상,네이비,사이즈,250,NAVYFOX,NAV58688,8855903722446,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,NAVYFOX 제조사,면세,품절,전시중,12708946473
829,[URBANWEAR] 더미 상품 829 (레드/250),패션의류 > 하의 > 청바지,183630,174,색상,레드,사이즈,250,URBANWEAR,URB64656,8892194874363,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,URBANWEAR 제조사,면세,판매중,전시안함,12708946552
831,[STARLINE] 더미 상품 831 (베이지/M),반려동물 > 강아지용품 > 사료,153150,10,색상,베이지,사이즈,M,STARLINE,STA66817,8872490197224,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,국산,STARLINE 제조사,과세,판매중,전시안함,12708946623
832,[HOMEPLUS] 더미 상품 832 (화이트/250),반려동물 > 강아지용품 > 사료,237410,117,색상,화이트,사이즈,250,HOMEPLUS,HOM58953,8871904395159,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,HOMEPLUS 제조사,과세,품절,전시안함,12708946739
838,[MOON] 더미 상품 838 (그린/XL),디지털/가전 > 노트북,207440,119,색상,그린,사이즈,XL,MOON,MOO16791,8836939135648,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,MOON 제조사,면세,품절,전시중,12708946834
843,[NAVYFOX] 더미 상품 843 (레드/250),패션의류 > 하의 > 청바지,214220,244,색상,레드,사이즈,250,NAVYFOX,NAV23441,8815018303718,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,NAVYFOX 제조사,과세,품절,전시중,12708946923
844,[NAVYFOX] 더미 상품 844 (그린/L),패션의류 > 아우터 > 코트,183530,13,색상,그린,사이즈,L,NAVYFOX,NAV66402,8848473398097,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,NAVYFOX 제조사,과세,품절,전시중,12708946991
845,[NAVYFOX] 더미 상품 845 (블랙/250),반려동물 > 강아지용품 > 사료,203150,34,색상,블랙,사이즈,250,NAVYFOX,NAV73133,8813433232315,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,NAVYFOX 제조사,면세,판매중,전시중,12708947084
846,[COOKMASTER] 더미 상품 846 (베이지/XL),패션잡화 > 가방 > 크로스백,55110,97,색상,베이지,사이즈,XL,COOKMASTER,COO85436,8864553036859,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,COOKMASTER 제조사,면세,판매중,전시중,12708947171
850,[URBANWEAR] 더미 상품 850 (레드/M),패션의류 > 아우터 > 패딩,77490,230,색상,레드,사이즈,M,URBANWEAR,URB21194,8808488842540,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,URBANWEAR 제조사,면세,품절,전시중,12708947264
851,[DIGIPRO] 더미 상품 851 (베이지/270),패션의류 > 아우터 > 패딩,268160,257,색상,베이지,사이즈,270,DIGIPRO,DIG46028,8864839503131,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,DIGIPRO 제조사,과세,판매중,전시중,12708947358
852,[URBANWEAR] 더미 상품 852 (네이비/260),패션의류 > 상의 > 티셔츠,262390,207,색상,네이비,사이즈,260,URBANWEAR,URB22819,8838070083853,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,중국,URBANWEAR 제조사,면세,품절,전시중,12708947429
854,[STARLINE] 더미 상품 854 (레드/M),디지털/가전 > 노트북,229640,246,색상,레드,사이즈,M,STARLINE,STA50048,8854888070977,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,STARLINE 제조사,면세,품절,전시중,12708947507
857,[URBANWEAR] 더미 상품 857 (베이지/270),패션잡화 > 신발 > 운동화,215320,261,색상,베이지,사이즈,270,URBANWEAR,URB42364,8855037675188,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,URBANWEAR 제조사,면세,판매중,전시중,12708947599
859,[GREENPET] 더미 상품 859 (블루/L),패션의류 > 하의 > 청바지,232630,268,색상,블루,사이즈,L,GREENPET,GRE96345,8817145909048,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,GREENPET 제조사,과세,판매중,전시안함,12708947774
861,[URBANWEAR] 더미 상품 861 (블루/270),패션의류 > 하의 > 청바지,228230,3,색상,블루,사이즈,270,URBANWEAR,URB76076,8832992263479,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,일본,URBANWEAR 제조사,과세,판매중,전시안함,12708947868
862,[TECHONE] 더미 상품 862 (화이트/L),패션의류 > 하의 > 청바지,221050,199,색상,화이트,사이즈,L,TECHONE,TEC53866,8856975687650,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,TECHONE 제조사,면세,판매중,전시중,12708947970
