행번호,상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
271,270,[COOKMASTER] 더미 상품 270 (네이비/250),패션의류 > 상의 > 티셔츠,47500,180,색상,네이비,사이즈,250,COOKMASTER,MDL-0270,880751368295,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 270 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,중국,COOKMASTER 제조사,과세,품절,전시중,,12706830347
272,271,[GREENPET] 더미 상품 271 (블랙/XL),생활/주방 > 주방용품 > 프라이팬,125500,173,색상,블랙,사이즈,XL,GREENPET,MDL-0271,880308607859,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 271 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,GREENPET 제조사,면세,품절,전시안함,,12706830420
273,272,[TECHONE] 더미 상품 272 (레드/M),반려동물 > 강아지용품 > 사료,66500,98,색상,레드,사이즈,M,TECHONE,MDL-0272,880233256142,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 272 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: M, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,TECHONE 제조사,과세,품절,전시중,,12706830497
274,273,[STARLINE] 더미 상품 273 (블랙/270),디지털/가전 > 노트북,40500,33,색상,블랙,사이즈,270,STARLINE,MDL-0273,880696249637,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 273 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 270, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,베트남,STARLINE 제조사,면세,품절,전시안함,,12706830575
275,274,[URBANWEAR] 더미 상품 274 (화이트/S),생활/주방 > 주방용품 > 프라이팬,119500,101,색상,화이트,사이즈,S,URBANWEAR,MDL-0274,880728546726,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 274 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,미국,URBANWEAR 제조사,과세,품절,전시중,,12706830653
276,275,[URBANWEAR] 더미 상품 275 (그레이/FREE),디지털/가전 > 모니터,128000,49,색상,그레이,사이즈,FREE,URBANWEAR,MDL-0275,880590207551,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 275 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,URBANWEAR 제조사,면세,품절,전시중,,12706830738
277,276,[HOMEPLUS] 더미 상품 276 (네이비/M),식품 > 과자/간식 > 과자,120500,2,색상,네이비,사이즈,M,HOMEPLUS,MDL-0276,880486802253,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 276 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,중국,HOMEPLUS 제조사,과세,판매중,전시중,,12706830802
278,277,[NAVYFOX] 더미 상품 277 (레드/250),디지털/가전 > 노트북,49000,160,색상,레드,사이즈,250,NAVYFOX,MDL-0277,880324676052,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 277 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,미국,NAVYFOX 제조사,면세,품절,전시안함,,12706830863
279,278,[URBANWEAR] 더미 상품 278 (네이비/XL),디지털/가전 > 모니터,39000,159,색상,네이비,사이즈,XL,URBANWEAR,MDL-0278,880159998687,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 278 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: XL, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,URBANWEAR 제조사,면세,품절,전시중,,12706830942
280,279,[STARLINE] 더미 상품 279 (레드/M),생활/주방 > 주방용품 > 프라이팬,83500,188,색상,레드,사이즈,M,STARLINE,MDL-0279,880720911879,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 279 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,STARLINE 제조사,면세,판매중,전시중,,12706831011
281,280,[COOKMASTER] 더미 상품 280 (네이비/FREE),디지털/가전 > 모니터,27500,57,색상,네이비,사이즈,FREE,COOKMASTER,MDL-0280,880145634266,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 280 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: FREE, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,COOKMASTER 제조사,과세,판매중,전시안함,,12706831077
282,281,[TECHONE] 더미 상품 281 (그레이/270),패션의류 > 상의 > 티셔츠,146000,43,색상,그레이,사이즈,270,TECHONE,MDL-0281,880806962619,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 281 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,베트남,TECHONE 제조사,과세,판매중,전시안함,,12706831148
283,282,[GREENPET] 더미 상품 282 (그레이/270),패션의류 > 하의 > 청바지,89000,110,색상,그레이,사이즈,270,GREENPET,MDL-0282,880297673935,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 282 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,일본,GREENPET 제조사,과세,판매중,전시중,,12706831229
284,283,[HOMEPLUS] 더미 상품 283 (화이트/L),패션잡화 > 가방 > 백팩,78000,119,색상,화이트,사이즈,L,HOMEPLUS,MDL-0283,880660839362,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 283 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: L, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,HOMEPLUS 제조사,과세,품절,전시안함,,12706831304
285,284,[STARLINE] 더미 상품 284 (그레이/250),식품 > 과자/간식 > 과자,145000,148,색상,그레이,사이즈,250,STARLINE,MDL-0284,880631697645,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 284 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 250, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,STARLINE 제조사,면세,품절,전시중,,12706831361
286,285,[URBANWEAR] 더미 상품 285 (화이트/250),생활/주방 > 주방용품 > 프라이팬,107000,144,색상,화이트,사이즈,250,URBANWEAR,MDL-0285,880873310007,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 285 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,미국,URBANWEAR 제조사,과세,품절,전시안함,,12706831434
287,286,[URBANWEAR] 더미 상품 286 (레드/L),식품 > 과자/간식 > 과자,82500,88,색상,레드,사이즈,L,URBANWEAR,MDL-0286,880667526958,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 286 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: L, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,독일,URBANWEAR 제조사,과세,품절,전시중,,12706831581
288,287,[URBANWEAR] 더미 상품 287 (화이트/270),패션의류 > 상의 > 티셔츠,109500,147,색상,화이트,사이즈,270,URBANWEAR,MDL-0287,880927804547,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 287 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 270, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,URBANWEAR 제조사,과세,판매중,전시안함,,12706831650
289,288,[GREENPET] 더미 상품 288 (화이트/XL),패션의류 > 하의 > 청바지,50000,153,색상,화이트,사이즈,XL,GREENPET,MDL-0288,880650335152,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 288 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,GREENPET 제조사,면세,판매중,전시중,,12706831718
290,289,[MOON] 더미 상품 289 (그레이/M),패션의류 > 상의 > 티셔츠,63500,87,색상,그레이,사이즈,M,MOON,MDL-0289,880242605651,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 289 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,MOON 제조사,면세,품절,전시중,,12706831793
291,290,[GREENPET] 더미 상품 290 (블랙/XL),반려동물 > 강아지용품 > 사료,30500,36,색상,블랙,사이즈,XL,GREENPET,MDL-0290,880487791017,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 290 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,미국,GREENPET 제조사,면세,판매중,전시안함,,12706831863
292,291,[GREENPET] 더미 상품 291 (블랙/250),디지털/가전 > 노트북,39000,86,색상,블랙,사이즈,250,GREENPET,MDL-0291,880918081829,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 291 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,GREENPET 제조사,면세,판매중,전시안함,,12706831948
293,292,[STARLINE] 더미 상품 292 (화이트/260),식품 > 과자/간식 > 과자,39000,129,색상,화이트,사이즈,260,STARLINE,MDL-0292,880655431980,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 292 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,중국,STARLINE 제조사,과세,품절,전시안함,,12706832021
294,293,[TECHONE] 더미 상품 293 (그레이/260),패션의류 > 상의 > 티셔츠,77000,157,색상,그레이,사이즈,260,TECHONE,MDL-0293,880708529290,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 293 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 260, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,베트남,TECHONE 제조사,면세,품절,전시중,,12706832092
295,294,[MOON] 더미 상품 294 (화이트/M),패션의류 > 하의 > 청바지,133000,188,색상,화이트,사이즈,M,MOON,MDL-0294,880349347229,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 294 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,미국,MOON 제조사,과세,판매중,전시안함,,12706832179
296,295,[STARLINE] 더미 상품 295 (네이비/FREE),디지털/가전 > 모니터,105000,197,색상,네이비,사이즈,FREE,STARLINE,MDL-0295,880515870195,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 295 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: FREE, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,미국,STARLINE 제조사,과세,품절,전시안함,,12706832257
297,296,[URBANWEAR] 더미 상품 296 (그레이/XL),패션잡화 > 가방 > 백팩,144000,133,색상,그레이,사이즈,XL,URBANWEAR,MDL-0296,880107902795,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 296 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,URBANWEAR 제조사,면세,판매중,전시안함,,12706832317
298,297,[NAVYFOX] 더미 상품 297 (그레이/S),패션의류 > 상의 > 티셔츠,93500,32,색상,그레이,사이즈,S,NAVYFOX,MDL-0297,880634048291,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 297 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: S, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,중국,NAVYFOX 제조사,면세,판매중,전시중,,12706832391
299,298,[GREENPET] 더미 상품 298 (베이지/XL),반려동물 > 강아지용품 > 사료,63000,35,색상,베이지,사이즈,XL,GREENPET,MDL-0298,880883887689,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 298 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,일본,GREENPET 제조사,과세,품절,전시중,,12706832464
300,299,[GREENPET] 더미 상품 299 (레드/250),디지털/가전 > 노트북,15500,183,색상,레드,사이즈,250,GREENPET,MDL-0299,880496377689,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 299 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,GREENPET 제조사,면세,품절,전시안함,,12706832536
